1,1.052167642,3.2463152843
2,1.0541470442,-0.0729902182
3,1.0281469485,7.3376250084
4,1.0637923496,2.2730646904
5,0.9816271218,16.168241559
6,1.0459726237,1.6713948039
7,1.0643840014,2.2540428031
8,0.9820890276,16.4708871306
9,0.9809856104,16.1284010718
10,0.9793519497,16.0265614507
11,1.0281469485,7.3376250083
12,1.0637923496,2.2730646903
13,1.0459726237,1.6713948037
14,0.9520605321,-2.6898255692
15,1.0245073547,-1.6897489304
16,0.9769056807,15.8676332369
17,0.9820890276,16.4708871305
18,0.9809856104,16.1284010717
19,0.9402768761,12.5429777552
20,0.9793519497,16.0265614505
21,0.9780066038,21.6973664032
22,1.07,2.3235427589
23,1.0699999998,0.0
