1,1.07,1.0644262829,0.94,-4.264055,-0.005877,0.0
2,1.07,1.0525889314,0.94,-4.268902,-0.013409,0.0
3,1.07,1.0656688735,0.94,-4.280477,-0.00107,0.0
4,1.07,1.0657984998,0.94,-4.254755,-0.004777,0.0
5,1.07,1.0681746697,0.94,-4.28677,0.001167,0.0
6,1.07,1.0560062855,0.94,-4.275504,-0.017913,0.0
7,1.07,1.0660188141,0.94,-4.254089,-0.004513,0.0
8,1.07,1.0684158979,0.94,-4.285786,0.001353,0.0
9,1.07,1.068007346,0.94,-4.287628,0.001063,0.0
10,1.07,1.0677695087,0.94,-4.288713,0.000889,0.0
11,1.07,1.0648794319,0.94,-4.295131,-0.000512,0.0
12,1.07,1.0655358867,0.94,-4.255417,-0.005067,0.0
13,1.07,1.0476108733,0.94,-4.283883,-0.020454,0.0
14,1.07,1.0036292037,0.94,-4.330975,-0.07028,0.0
15,1.07,1.0265202167,0.94,-4.26976,-0.013356,0.0
16,1.07,1.0678774748,0.94,-4.287587,0.001297,0.0
17,1.07,1.0683572739,0.94,-4.296205,0.00164,0.0
18,1.07,1.0609745605,0.94,-4.29967,-0.00221,0.0
19,1.07,1.0586258935,0.94,-4.299502,-0.003402,0.0
20,1.07,1.06810192,0.94,-4.288713,0.001003,0.0
21,1.07,1.0682516038,0.94,-4.285833,0.001354,0.0
22,1.07,1.0697507695,0.94,-4.245254,-0.0,0.0
23,1.07,1.0653754605,0.94,-4.235488,-0.0,0.0
