1,1.0421286926,0.3685777364,1.07,0.94
2,1.0086540204,-0.9558116104,1.07,0.94
3,1.028522953,3.4520803941,1.07,0.94
4,1.0532376163,-0.6061021478,1.07,0.94
5,0.998167392,10.6937934,1.07,0.94
6,1.0347894415,-1.395379486,1.07,0.94
7,1.0538260437,-0.6203685004,1.07,0.94
8,0.998736308,10.972596651,1.07,0.94
9,0.997557119,10.6387482094,1.07,0.94
10,0.9962110372,10.537476144,1.07,0.94
11,1.0277063495,2.4081497941,1.07,0.94
12,1.0530778508,-0.6175679594,1.07,0.94
13,1.0232004013,-2.7350581176,1.07,0.94
14,0.9423567593,-5.856105021,1.07,0.94
15,1.0141904852,-4.6429902406,1.07,0.94
16,0.9959202253,10.3882313781,1.07,0.94
17,0.9990931102,9.9507009732,1.07,0.94
18,0.9895813606,9.4163761608,1.07,0.94
19,0.9595365466,7.1840789821,1.07,0.94
20,0.9968435719,10.5359241865,1.07,0.94
21,0.9949569248,16.0185190162,1.07,0.94
22,1.0593297499,-0.5226154228,1.07,0.94
23,1.0139857061,0.0,1.07,0.94
