1,1.0528884541,-0.3275140566,1.07,0.94
2,1.0527366648,-0.9761866455,1.07,0.94
3,1.0281984412,3.2793527637,1.07,0.94
4,1.0635256708,-1.5439094485,1.07,0.94
5,0.9813658568,11.6577411402,1.07,0.94
6,1.0431194391,-2.29731512,1.07,0.94
7,1.0641616692,-1.5659106042,1.07,0.94
8,0.9817685636,11.9486240385,1.07,0.94
9,0.9807240935,11.6178773384,1.07,0.94
10,0.9790897895,11.5159779876,1.07,0.94
11,1.0259185665,2.362685237,1.07,0.94
12,1.0633307288,-1.5547597422,1.07,0.94
13,1.0284679656,-3.6109652908,1.07,0.94
14,0.948873467,-6.6851824749,1.07,0.94
15,1.0242749133,-5.5114221376,1.07,0.94
16,0.9765833202,11.3449325872,1.07,0.94
17,0.9795644997,10.8941861623,1.07,0.94
18,0.9807241467,11.6178761097,1.07,0.94
19,0.94,8.0301098543,1.07,0.94
20,0.9790897895,11.5159779876,1.07,0.94
21,0.9776807804,17.1789385286,1.07,0.94
22,1.07,-1.5111731545,1.07,0.94
23,1.0699999999,0.0,1.07,0.94
